B00004L8IO,The Twilight Zone: Vol. 10,0.0,4.6, April 3  2001,Unrated, ,DVD
B00157YQ3E,Spellbound ,0.0,4.3, ,PG,PAL - Import,VHS Tape
B000BD68AW,Meet the Letters ,0.0,5.0, , , ,VHS Tape
B000SQFC2M,MacGyver - The Complete Series,87.8,4.3, October 16  2007,NR, ,DVD
B002B7TQGO,The Haunting In Connecticut,0.0,3.8, , , ,Amazon Video
B000BKSJAW,Ausente,3.95,5.0, August 24  2005,Unrated, ,DVD
B004L02O36,Gorecki Third Symphony ,0.0,2.0, January 1  2011, , ,Blu-ray
B00001IVEI,Jack Frost,14.96,4.6, November 2  1999,PG, ,DVD
B0000714F4,Makin' Baby,11.08,1.0, December 17  2002,R, ,DVD
B000FGFBRG,North Shore Extreme: Dirty Dreams,6.93,4.5, August 29  2006,NR, ,DVD
B00004TYXK,The Long Kiss Goodnight,0.0,4.7, ,R, ,DVD
B000SQFC2W,C.S.I.: NY - The Complete Seasons 1-3,161.64,4.5, October 9  2007,Unrated, ,DVD
B000NKSGWG,Karate Cop ,8.99,3.0, June 6  2006,Unrated, ,DVD
B008WLFSUQ,Hawaii: An Island of Symphony,0.0,4.2,,NR, ,Amazon Video
B005T5OCLY,The Best of Bluegrass Underground DVD,14.43,3.5, February 14  2012,NR, ,DVD
B000RMOF8O,Alex Jones Martial Law 9-11: Rise of the Police State,15.99,4.2, , , ,DVD
B0019R3NDO,The Charlie Brown and Snoopy Show,1.99,4.5,1 Season, , ,Amazon Video
6305183287,The Devil & Max Devlin ,0.0,3.9, ,PG, ,VHS Tape
B004FHLLFC,Inspector Gadget Saves Christmas / Sonic's Christmas Blast,4.99,3.3, , , ,Amazon Video
B0065QDHZS,The Basketball Fix,12.65,3.5, November 10  2011, , ,DVD
B000624D0K,DVD-Learn To Play Blues Piano #1,19.49,4.3, September 1  2004,NR, ,DVD
1598130072,States of Fear: Science or Politics?,41.58,5.0, August 12  2008,NR, ,DVD
B000624D0U,DVD-Learn To Play Blues Piano #2,19.49,3.8, September 1  2004,NR, ,DVD
B003SC9AVC,Ondine ,10.47,3.8, September 21  2010,PG-13, ,Blu-ray
6302590353,Ultra Warrior ,0.0,5.0, ,R, ,VHS Tape
6304139640,Look Who's Talking ,0.0,4.4, ,PG-13, ,VHS Tape
B000BKVSAK,Camino Al Infierno,4.99,3.0, June 21  2007,NR, ,DVD
B00004TBU9,Showdown,0.0,3.0, ,R, ,DVD
B000SGHSV0,Hawaii's Big Island DVD,11.99,4.0, June 19  2007,NR, ,DVD
B004NYYDHU,The 19th Wife,7.33,3.6, April 5  2011,NR, ,DVD
B005I5C5OQ,Batman: Year One,14.99,4.2, , , ,Amazon Video
B004LQI0HE,Never Let Me Go,9.99,3.9,2010,R, ,Amazon Video
B000BQ5J9K,Live from Heaven,0.0,1.0, April 15  2003,NR, ,DVD
B0000CDL93,JFK - Director's Cut ,12.99,4.5, November 11  2003,R,Two-Disc Special Edition,DVD
B0044BZZQU,Salvage Dream 2010,0.0,3.2, ,NR, ,Amazon Video
B0000CDL95,Laugh Track: Secret Agent,0.55,0.0, November 18  2003,NR, ,DVD
B0000CDL96,Laugh Track: Terror ,0.0,3.5, ,NR, ,VHS Tape
B0000CDL97,The Terror,0.73,3.5, November 18  2003,PG, ,DVD
B0000CDL98,My Life on Ice ,0.0,4.1, ,NR, ,VHS Tape
B0000CDL99,My Life on Ice,43.99,4.1, December 9  2003,Unrated, ,DVD
B001020F3Y,Legit,0.0,4.3,2007,NR, ,Amazon Video
B0089AD8J8,DCU Superman / Batman Double Feature ,13.73,4.6, October 2  2012,NR,2012,DVD
B000MQ7B18,Hush,8.99,4.1, , , ,Amazon Video
B00030601K,The Firm : Fast & Firm Series - Hips thighs and abs ,0.0,3.9, ,NR, ,VHS Tape
B001320RTI,Running With Arnold,8.21,2.4, April 15  2008,NR, ,DVD
B0012KK6R4,Yoga: Spirit of Vinyasa Flow with Pose Guide,0.0,4.4, January 15  2013,NR, ,DVD
B000AYEIUE,Danger Mouse - The Complete Seasons 3 & 4,8.0,4.7, September 27  2005,NR, ,DVD
B000BQ5J9U,Concert for Bangladesh,0.0,4.5, January 14  2003,G, ,DVD
B0048KUAJY,Nanny McPhee Returns,12.99,4.4,2010,PG, ,Amazon Video
B000006BNC,Charlie Chaplin ,0.0,3.6, ,Unrated,3 Video Pack,VHS Tape
B000MQ7B1I,Winged Migration,12.99,4.6,2003,G, ,Amazon Video
B000G7PO6W,Elvis: '68 Comeback - Special Edition,54.46,4.5, August 1  2006,NR, ,DVD
6301103491,Sleepaway Camp ,0.0,4.0, ,R, ,VHS Tape
B0009OL8GM,The Serial Killers,29.99,3.9, August 30  2005,NR, ,DVD
B001B0CY48,The Greatest Salsa Ever,0.0,3.0, July 15  2008,NR, ,DVD
6304099037,Tenchi the Movie:Tenchi Muyo in Love ,0.0,4.7, ,NR, ,VHS Tape
B0034GK75A,Discover Planet Ocean ,7.94,2.4, April 13  2010,NR,4pc,DVD
B0000CDL9B,Sade,0.0,4.0, December 9  2003,NR, ,DVD
0792296176,National Geographic's Land of the Anaconda ,4.99,3.4, ,NR, ,VHS Tape
B0000CDL9F,Bay of Angels,0.0,4.1, December 9  2003,NR, ,DVD
6301646045,In Country ,0.0,4.2, ,R, ,VHS Tape
B0000CDL9H,The Universe of Jacques Demy ,0.0,4.1, ,NR, ,VHS Tape
B0000CDL9I,The World of Jacques Demy,0.0,4.1, December 9  2003,NR, ,DVD
6300208605,Lady for a Night ,0.0,4.5, ,NR, ,VHS Tape
B0000CDL9K,The R. In R&B - The Video Collection,11.89,4.9, October 21  2003,NR, ,DVD
B0000CDL9L,Altars of the World - The Eastern and Western Religions,0.0,3.8, December 9  2003,NR, ,DVD
B0000CDL9M,Bob Marley: The Legend Live,49.59,4.6, October 7  2003,NR, ,DVD
B000G7PO6M,Elvis: Aloha From Hawaii,62.0,4.7, August 1  2006,NR, ,DVD
B002WG8TZI,25 Horror Classics,0.0,2.8, July 6  2010,NR, ,DVD
B0036DBM5U,Miles Davis: Cool Jazz Sound,0.0,0.0, June 1  2008,NR, ,DVD
B00064NP66,Pilates FOR & After Pregnancy Duo pack,29.99,2.2, September 20  2004,Unrated, ,DVD
B003SC9AV2,Raging Phoenix ,11.79,3.9, September 14  2010,R, ,Blu-ray
6305941793,Where's Spot ,0.0,4.6, ,NR, ,VHS Tape
B0000AQVNC,Some Mothers Do 'Ave 'Em - The Complete Collection,0.0,5.0, ,Unrated, ,DVD
B000SGHSVA,Kauai, Hawaii DVD,12.99,3.0, June 19  2007,G, ,DVD
B0001VLUV6,Bizet - Carmen / Domashenko, Berti, Aceto, Dashuk, Pastorello, Josipovic, Lombard, Verona Opera,0.0,4.5, August 17  2004,NR, ,DVD
6305507597,Silence of the Heart ,0.0,4.4, ,NR, ,VHS Tape
B003GWZP9K,Power Systems Pilates Foam Roller Workout DVD,0.0,5.0, , , , 
B000624D00,I Want To Be A Hula Dancer And Wear A Flower Lei,14.99,4.4, September 14  2004,NR, ,DVD
B003ZZ7TN8,Guadalcanal - The Island of Death! ,13.95,4.3, October 19  2010,NR, ,Blu-ray
B000T8G5KC,Rocky II 1979,0.0,4.6, , , ,Amazon Video
B003HFECN6,Valentine's Day (2010),12.99,4.0,2010,PG-13, ,Amazon Video
B000065MQO,Full Metal Jacket ,0.0,4.6, ,R, ,VHS Tape
B003E113OE,Langgaard: Antikrist ,0.0,2.4, May 25  2010,NR, ,Blu-ray
630522658X,Rage of Paris ,0.0,4.1, ,NR, ,VHS Tape
6301031458,Family Jewels ,0.0,4.6, September 5  2000,NR, ,VHS Tape
B000AS1Q2S,Vocal Master Class with Renee Grant-Williams,43.99,4.0, October 22  2003,G, ,DVD
1573624292,Landlady ,0.0,3.4, ,R, ,VHS Tape
B000EMF9BE,Deliberate Orgasm Duet: Expanding Female Orgasm plus The Technique of Peaking and Extended Orgasm.,29.95,3.3, March 7  2006, , ,DVD
1569942072,Cat on Hot Tin Roof ,0.0,4.6, ,G, ,VHS Tape
6303209874,Champion ,0.0,4.6, ,NR, ,VHS Tape
B005BQTUU4,Running Wilde: Season 1,12.89,3.8, August 30  2011,NR, ,DVD
B003N2JKQW,$50,000 Reward ,4.99,3.0, June 30  2010,NR,Silent; bonus short - Then Came The Yawn,DVD
B001G7Q0Z0,Battle for the Planet of the Apes ,10.98,3.8, November 4  2008,G, ,Blu-ray
B0054S8NDY,Tommy Rich Shoot Interview Wrestling DVD,0.0,5.0, ,NR, ,DVD-R
B001J17HIC,The First Deadly Sin 1980,9.99,3.9, ,R, ,Amazon Video
B004W4EO1G,Mauchly: The Computer and the Skateboard,0.0,3.3,2011,NR, ,Amazon Video
B00199PPF6,305,0.0,3.5, July 8  2008,PG-13, ,DVD
6302316359,Quiescence:Exercises for Relaxation ,0.0,5.0, ,NR, ,VHS Tape
B007X709PE,Fastest,4.99,4.7, , , ,Amazon Video
B0012EBV92,Love and Other Four Letter Words,6.81,3.9, April 8  2008,Unrated, ,DVD
B0013YU110,Face The Music,0.0,4.5,2006,PG-13, ,Amazon Video
0767804147,In the Company of Men 5-Pk ,0.0,4.0, ,R, ,VHS Tape
B000793A0G,Undercover Kitty,0.0,4.0, February 1  2005,NR, ,DVD
B000B86N0C,I Love You -- Ajlawju,0.0,5.0, January 2  2004,Unrated, ,DVD
B001SF8FI0,75th,0.0,4.1, March 27  2009,G, ,DVD
B0012EBV9C,Mythbusters - Collection 3,12.69,4.7, April 8  2008,Unrated, ,DVD
B000053ZVG,Dragon's Lair,0.0,3.5, April 17  2007,Unrated, ,DVD
6303078281,Super Stars of Women's Tennis ,4.69,2.0, ,NR, ,VHS Tape
B00004WM3W,Place for Annie ,0.0,4.3, ,PG, ,VHS Tape
B003VADS1E,Billy Blanks Jr. - Dance With Me Groove & Burn ,4.99,4.0, November 30  2010,NR, ,DVD
B002BW5ZSW,Madame Bovary ,0.0,4.1, June 29  2011,PG, ,DVD
B003152YZA,Jack Bruce and Robin Trower: Seven Moons Live,0.0,0.0, October 1  2009,NR, ,DVD
B000I8ES3Y,Into The Sun,12.99,3.4,2005,R, ,Amazon Video
B000053ZVH,Dragon's Lair 2: Time Warp,0.0,3.2, April 17  2007,Unrated, ,DVD
B0002W4SY0,Gargoyles: Season 1,9.79,4.9, December 7  2004,PG-13, ,DVD
B002D44SWC,Body Armour,8.99,2.9,2009,R, ,Amazon Video
B001HADE32,L'elisir d'amore,39.99,4.0, October 28  2008,NR, ,DVD
B000Y1BJ8W,Clawhammer Banjo Volume 1,29.95,4.7, October 29  2007,G, ,DVD
B0046ZE3NA,Bob Ross: Joy of Painting - Waterfalls Collection,32.59,4.7, December 21  2010,NR, ,DVD
B003152YZU,Karin: The Complete Series,0.0,4.3, March 2  2010,NR, ,DVD
B0001Y4MIQ,Masashi Yamamoto's: Junk Food,19.99,3.4, May 25  2004,Unrated, ,DVD
630021348X,Star Trek - The Original Series, Episode 44: Journey To Babel ,4.95,4.6, ,Unrated, ,VHS Tape
6304481101,Born in Flames ,0.0,3.0, ,NR, ,VHS Tape
630310200X,The Cycling Experience: California: 3 Stationary Cycling Tours ,15.65,3.4, ,NR, ,VHS Tape
B0001OGV3U,Lost in Time,29.99,4.2, May 25  2004,Unrated, ,DVD
B00574PCY8,Bending All The Rules,7.99,1.6,2011,R, ,Amazon Video
B0027IAX46,Leonard Bernstein: Haydn - Die Schopfung,19.03,4.8, July 14  2009,NR, ,DVD
B001GUYAZY,It Happened One Night,9.99,4.7, December 9  2008,NR, ,DVD
B000A1IM90,Magic Voyage,0.0,4.5, October 25  2005,G, ,DVD
B009SJ3LHI,Arrow,2.99,4.6,5 Seasons, , ,Amazon Video
B0056NEK20,Incendies ,14.99,4.5, September 13  2011,R,Two-Disc Blu-ray/DVD Combo,Blu-ray
B0001OGV3K,Star Runner,0.0,4.6, May 25  2004, , ,DVD
B000EMF9B4,Deliberate Orgasm: The Technique of Peaking and Extended Orgasm,18.05,3.7, March 7  2006,NR, ,DVD
0938045377,Super Joints: Russian Longevity Secrets for Pain-Free Movement, Maximum Mobility & Flexible Strength ,0.0,0.0, ,NR, ,VHS Tape
6304475691,National Geographic's Really Wild Animals: Deep Sea Dive ,0.0,4.6, ,NR, ,VHS Tape
B0000A14YO,Air Marshall,6.65,2.4, October 25  2007,Unrated, ,DVD
B000EMG93Q,Garcon Stupide,0.0,3.7, May 16  2006,Unrated, ,DVD
B00005U8EX,World History of Organized Crime ,0.0,4.2, ,NR, ,VHS Tape
B0007M25BI,The Great St Louis Bank Robbery / Jail Bait,12.58,3.0, March 22  2005,NR, ,DVD
B00005KIVP,Bai fa mo nu zhuan II,0.0,3.3, ,Unrated, ,DVD
B000H6SXKQ,Hot Tuna - 25 Years and Runnin' Live at Sweetwater,17.99,4.5, September 26  2006,NR, ,DVD
6302227186,The Westerner ,0.0,4.7, , , ,VHS Tape
B000EMG93G,The Chiefs,0.0,4.3, April 18  2006,NR, ,DVD
B000B5IOMU,Tango Bar,5.6,3.1, August 22  2005,Unrated, ,DVD
6305417377,Father's Little Dividend,0.0,2.2, April 1  1999,NR, ,DVD
B000SW9SLW,Silent Rage,0.0,4.3, ,R, ,VHS Tape
6303103359,Fistful of Lead ,0.0,3.1, ,NR, ,VHS Tape
0767802594,Much Ado About Nothing,0.0,4.6, January 20  1998,PG-13, ,DVD
B000AV71CO,50 CLASSIC CARTOONS-Over 6 Hours on DVD Video,0.0,2.9, November 8  2005, , ,DVD
B0038ZWS40,Vows Of Silence: El Legionario de Cristo,0.0,4.7,,NR, ,Amazon Video
6302371376,Sheik ,0.0,4.6, ,Unrated, ,VHS Tape
B00471TLZS,Poltergeist,14.99,4.6, , , ,Amazon Video
B001G9LVB6,Reach Out,11.99,4.2, November 4  2008,Unrated, ,DVD
B001EWV05C,I Can't Believe I'm Knitting Cables, Bobbles & Lace ,16.99,4.9, February 1  2009,NR,Leisure Arts #4318,DVD
B0002C9DJ0,Uzumaki,19.99,3.1, July 6  2004, , ,DVD
B00005U8ES,The Awful Truth - The Complete Second Season,12.89,3.9, January 29  2002,NR, ,DVD
B00011D1PE,Gaslight,0.0,4.6, February 3  2004,NR, ,DVD
B0002C9DJK,Contraband,9.99,3.2, July 27  2004,Unrated, ,DVD
B000USU90S,Fatal Attraction,11.48,4.4, April 16  2002,R, ,DVD
B0002C9DJA,Toronto Rocks,90.33,3.5, June 22  2004,NR, ,DVD
B002NKMCXI,assassination,8.99,3.4, September 1  2009, , ,DVD
B00005U8ET,The Saint - Set 3 ,0.0,4.0, ,NR, ,VHS Tape
B000W90J0U,Black Tights,9.99,2.8, September 20  2007, , ,DVD
B003U80I5G,Jane Eyre,9.54,3.2, September 28  2010,NR, ,DVD
6301118235,Jazzercise: Super Session Fast & Fit ,39.99,2.9, ,NR, ,VHS Tape
B001LGZCGY,The Clique,17.99,4.2,2008,PG, ,Amazon Video
B005HEWL2Y,Star Trek: Voyager,0.0,4.7,October 14, 1998,TV-PG, ,Amazon Video
B00005U8EV,The Lost Battalion ,0.0,4.7, ,NR, ,VHS Tape
B0089BSMDY,Mr. Belvedere Rings the Bell,17.29,4.5, June 20  2012,NR, ,DVD
B0002C9DJU,Conquest,9.79,3.5, July 27  2004,R, ,DVD
6300213994,Saturday Night Fever, PG version ,0.0,4.4, ,PG, ,VHS Tape
B000PHX4Q0,The Busty Foxxes of Napali Video,0.0,3.6, May 15  2007,Unrated, ,DVD
B00007M5H7,Drole de Drame,0.0,4.5, April 29  2003, , ,DVD
B0030D9BCM,"I'm Frightened Julie Andrews, I'm Frightened",0.0,3.9,2009,NR, ,Amazon Video
6301035607,Computer Beach Party ,0.0,3.5, ,NR, ,VHS Tape
B00009Y3M2,Skyscraper,0.0,3.4, July 22  2003,R, ,DVD
B004RC0ZOI,Alaska (1996) 1996,12.99,4.1, ,PG, ,Amazon Video
B00009Y3M5,Yoga Flava, Vol. 1: For Relaxation,6.99,4.1, July 22  2003,NR, ,DVD
B005MRKL2S,NCIS,2.99,4.8,14 Seasons, , ,Amazon Video
B000I9WVS2,Backdraft,13.99,4.4,1991,R, ,Amazon Video
5555069189,A Better Tomorrow III: Love and Death in Saigon ,0.0,4.0, , , ,VHS Tape
B00005U8EM,Groundhog Day ,14.5,4.7, January 1  2002,PG,Special Edition,DVD
B000O3C5E2,Familia,0.0,3.4, June 26  2007,Unrated, ,DVD
B005KWC4KC,The Caddy [VHS] ,0.0,4.3, ,NR,1953,Hardcover
B001DJZF0M,K¨¹?¨¹k Kiyamet ,0.0,4.0, , ,DVD,DVD
B0026LYMJQ,Jungle Girls LiteBox ,19.99,3.8, July 28  2009,Unrated,slimpack,DVD
B001NRY6MW,Live in New Orleans,13.99,4.8, February 24  2009,NR, ,DVD
B00443FLO4,Germany,39.95,2.0, February 8  2011,Unrated, ,DVD
1578482100,More Tales of the City,0.0,4.5, March 23  1999,NR, ,DVD
B000FZETSO,Shiloh 2 - Shiloh Season ,6.99,4.6, July 18  2006,PG,Keepcase,DVD
B003PXEP96,Freshman Psych 2008,9.99,4.4, ,NR, ,Amazon Video
B007CZ3D6O,Mother's Day ,9.89,3.9, May 8  2012,R,Blu-ray + DVD,Blu-ray
B00004RR8F,When Harry Met Sally... ,0.0,4.7, ,R, ,VHS Tape
B00005QIVG,Killer,0.0,4.7, November 20  2001,Unrated, ,DVD
B000094J8D,How to Lose a Guy in 10 Days ,0.0,4.4, ,PG-13, ,VHS Tape
6304474121,National Geographic's Among the Wild Chimpanzees ,6.39,4.7, ,NR, ,VHS Tape
B000094J8X,Lupin the 3rd - Family Jewels ,20.0,4.8, July 8  2003,Unrated,TV Series, Vol. 3,DVD
B001NRY6MC,Bunnytown: Hello Bunnies,5.16,4.8, March 17  2009,NR, ,DVD
B0027GIZM0,American Waitress: New Mexico,9.99,5.0,,NR, ,Amazon Video
B00004RR8Z,Alien3 ,0.0,3.7, ,R, ,VHS Tape
B00005BJP1,The Legend of Black Thunder Mountain/The Legend of Cougar Canyon ,0.0,4.0, ,G, ,VHS Tape
B002JT69NC,The Faculty ,9.88,4.1, April 6  2010,R, ,Blu-ray
B000MVDAHW,Night Skies 2007,12.99,2.9, ,R, ,Amazon Video
B000M53RDA,The Classic War of the Worlds,0.0,2.9, December 25  2006, , ,DVD
B00005BJP4,Lucymania-Classic Comedy With The Cast of I Love Lucy ,4.73,2.0, ,NR,5 Pack,VHS Tape
B000094J8U,Blue Diner ,0.0,4.5, ,PG-13, ,VHS Tape
B000LDUF60,Exploring Horizons Rhythm of the Tides - Bay of Fundy Nova Scotia, Canada,19.99,3.3, December 20  2006,Unrated, ,DVD
B002HK9INQ,Dallas Cowboys Cheerleaders Power Squad Bod! - Calorie Blasting Dance,7.33,2.6, October 6  2009,NR, ,DVD
6301045971,Thundercats:Safari Joe ,0.0,5.0, ,NR, ,VHS Tape
B0049GYXG8,Old Dogs ,8.93,4.3, February 8  2011,PG, ,Blu-ray
B00005U8EB,The Adventures of Mini-Goddess - The Gan-Chan Files ,31.0,4.3, February 12  2002,Unrated,Vol. 1,DVD
B000H5U6AC,The Buccaneers: The Complete Series,11.99,4.4, August 15  2006,NR, ,DVD
B0017LZ1ZK,The War File: Kamikaze - To Die for the Emperor,0.0,3.0, May 13  2008,NR, ,DVD
B0084UBP0W,ECW Hardcore Heaven 1997 DVD-R,0.0,3.4, , , ,DVD-R
B000062XF7,The Alamo/The Kentuckian,0.0,4.6, January 31  2006,NR, ,DVD
B000EHSVB4,Big Valley - Season 1,9.96,4.6, May 16  2006,NR, ,DVD
B000062XF2,The Vikings,0.0,4.3, May 7  2002,NR, ,DVD
B0006GC3MQ,STOTT PILATES Fitness Fun: Pilates for Kids,0.0,2.8, , , , 
B000062XF0,Khartoum,44.9,4.2, May 7  2002,NR, ,DVD
B000062XF1,The Pride and the Passion,24.86,4.2, May 7  2002,NR, ,DVD
B00005QIVM,Gau lung bing sat,0.0,0.0, November 20  2001, , ,DVD
B002QC8660,FitStix - Cardio Dance Blast,10.0,5.0, June 8  2011,NR, ,DVD
B002HK9ING,Dallas Cowboys Cheerleaders Power Squad Bod! - Body Slimming Yoga,7.99,4.2, October 6  2009,NR, ,DVD
B00005QIVL,Comic King,0.0,3.0, November 20  2001,Unrated, ,DVD
B0017LZ1ZU,The War File: The Zeppelin - The History of the World's Greatest Airships,0.0,0.0, May 13  2008,NR, ,DVD
B001659HF2,Boxes,24.98,3.0, June 17  2008,Unrated, ,DVD
B0006GC3MG,Body & Soul: Pilates-infused Yoga Level 3,14.99,1.0, December 28  2004,NR, ,DVD
B003HLVCKQ,Murder on the Campus,9.95,3.8, May 29  2012,NR, ,DVD
B000U0F0IM,Gypsy Jazz Guitar ,0.0,4.1, ,G, ,VHS Tape
6305470456,Midsummer Night's Dream ,0.0,3.2, ,PG-13, ,VHS Tape
B000M2PPKQ,Still Crazy 1999,12.99,4.6, ,R, ,Amazon Video
0967809401,Tao of Golf ,0.0,3.7, ,NR,Golf Instructional Video,VHS Tape
B000062XFX,Shaolin Hero,0.0,2.5, March 19  2002,Unrated, ,DVD
B002HK9IN6,Dallas Cowboys Cheerleaders Power Squad Bod! - Hard Body Boot Camp,9.99,4.1, October 6  2009,NR, ,DVD
B000062XFV,Shaolin Monk,19.2,1.8, March 19  2002,Unrated, ,DVD
B0049GYXGS,Meet The Robinsons ,17.49,4.6, February 8  2011,G, ,Blu-ray
B0006GC3M6,Pure Vitality: Pilates-infused Yoga Level 2,0.0,4.0, December 28  2004,NR, ,DVD
B00630KME0,Michael Jackson: The Life of an Icon,12.99,4.1,,NR, ,Amazon Video
B005LF8UFQ,A Cinderella Story: Once Upon a Song,13.99,4.1,2011,PG, ,Amazon Video
B000062XFP,The 18 Bronzemen,0.0,4.8, March 19  2002, , ,DVD
B000062XFQ,Midnight Fly,0.0,3.9, March 19  2002,Unrated, ,DVD
B000062XFN,Perfume,3.99,3.3, February 19  2004,R, ,DVD
6302280222,Return to the Blue Lagoon ,0.0,3.8, ,PG-13, ,VHS Tape
B000062XFL,Red Zone Cuba ,0.0,4.3, March 26  2002,NR,Mystery Science Theater 3000,DVD
6303239315,Tobor, the 8th Man Vol. 3 ,0.0,5.0, ,NR, ,VHS Tape
B0014T9G74,DOGS - Choosing, Caring & Training,7.99,4.6, October 14  2008,NR, ,DVD
B000062XFK,Looking for an Echo,0.0,4.5, April 23  2002,R, ,DVD
6304458282,Fly Away Home,0.0,4.7, January 1  2002,PG, ,DVD
B000062XFI,Maybe Baby,0.0,3.8, April 9  2002,R, ,DVD
6304502060,Sweet Ecstasy ,0.0,1.5, ,NR, ,VHS Tape
B000062XFE,Torso,0.0,3.8, April 23  2002,R, ,DVD
B000062XFC,Deliberate Intent,0.0,4.2, April 9  2002,PG-13, ,DVD
B0037QM8YA,Precious 2009,9.99,4.3, ,R, ,Amazon Video
B000QXCZQ8,Pedro Infante: Special Edition 4 Pack Vol. 5,0.0,5.0, May 17  2007,Unrated, ,DVD
B00005BJPK,El Hazard - The Magnificent World Boxed Set,0.0,4.4, August 7  2001,Unrated, ,DVD
B00005BJPJ,Angel Links - Broken Angel ,0.0,4.4, August 7  2001,Unrated,V.3,DVD
B004KPQL86,Of Boys and Men,12.99,4.6,2008,PG-13, ,Amazon Video
B001NRY6M2,20,000 Leagues Under the Sea,0.0,4.6, December 15  2010,G, ,DVD
B001NY71UO,Peyton Place,9.99,4.5, ,NR, ,Amazon Video
B002Y8UA8S,A Passion for Sustainability,4.95,5.0,, , ,Amazon Video
B0001O3YCG,Pitch Black ,4.88,4.3, June 1  2004,R,Full Screen Edition,DVD
B00005BJPE,The Red Skelton Show,0.0,4.7, May 4  2001, , ,DVD
B000MUNYU6,Kool Street Videos,0.0,5.0, , , ,VHS Tape
B00005BJPX,The Best of Kitaro ,0.0,4.0, ,NR, ,VHS Tape
6304286643,Marked Man ,0.0,3.2, ,R, ,VHS Tape
B000094J88,Twiztid - The Purple Show,0.0,4.9, April 1  2015,NR, ,DVD
B006I0FGNW,Torchwood 5 Seasons,1.99,2.0, , , ,Amazon Video
B00005BJPQ,The Best of Kitaro,11.95,4.0, June 5  2001,NR, ,DVD
B000094J82,Don Carlos - Live In San Francisco,0.0,4.3, March 7  2006,NR, ,DVD
B000094J80,How to Lose a Guy in 10 Days ,7.52,4.4, July 1  2003,PG-13,Full Screen Edition,DVD
B000094J87,What About Me,14.95,3.7, May 20  2003,Unrated, ,DVD
B000094J86,U2 - An Unforgettable Journey ,5.99,0.0, ,NR, ,VHS Tape
B00005BJPW,Nine Hundred Nights - The Story of Big Brother and the Holding Company with Janis Joplin ,0.0,3.8, ,NR, ,VHS Tape
B004N0F332,Father of the Bride (1950),13.99,4.4,1950,NR, ,Amazon Video
B000WQXSD8,Resident Alien,4.99,3.6,1990,NR, ,Amazon Video
B001DY8IE2,Bird's Nest,9.99,3.4,2008,NR, ,Amazon Video
B000BYA5IC,Earth Vs. The Spider/War of the Colossal Beast ,0.0,4.3, January 10  2006,NR,Cult Classics Double Feature,DVD
B00004CRA0,Patlabor 2 ,0.0,0.0, , , ,VHS Tape
B003EYVXT6,Splice ,14.99,3.6, October 5  2010,R, ,Blu-ray
6301966732,Ewoks - The Battle for Endor ,0.0,4.5, ,NR, ,VHS Tape
B00004CRA6,Before Sunrise ,0.0,4.0, ,R, ,VHS Tape
B00004CRA7,Mixed Nuts ,0.0,4.5, ,PG-13, ,VHS Tape
B004FRVAMQ,The Channel,0.0,4.5,2002,NR, ,Amazon Video
630264660X,American Shaolin:King of Kickboxers 2 ,0.0,4.1, ,PG-13, ,VHS Tape
B0091CLBLA,Battlestar Galactica: Razor - Unrated Extended Version,9.99,3.9,2007,NR, ,Amazon Video
B004DI0O1A,All Over the World: Haiti Quake with Mission Aviation Fellowship,0.0,1.0,2010,NR, ,Amazon Video
6302756529,Beverly Hillbillies 7 ,1.19,0.0, ,NR, ,VHS Tape
B0012Z367Q,Karaoke Terror: The Complete Japanese Showa Songbook,6.99,3.4, April 29  2008,Unrated, ,DVD
B00004TKIC,Yoga Conditioning for Weight Loss,8.69,4.3, June 1  2000,NR, ,DVD
B007VHCKJO,Stepfather 2,0.0,3.8, April 18  2012, , ,DVD
B000U7KEUY,The Office,2.99,4.4,9 Seasons, , ,Amazon Video
6302649986,Dragonfight ,0.0,4.0, ,R, ,VHS Tape
B000X2WZLW,Monsieur Batignole,0.0,4.3, , , ,VHS Tape
B00701QUDS,Joe Louis Story,10.99,4.0, January 24  2012,NR, ,DVD
B0000D1FEY,Destination Moon/Rocketship X-M,0.0,4.5, October 21  2003,Unrated, ,DVD
6305763798,P.T. Barnum ,5.93,4.5, ,NR, ,VHS Tape
B000H247N2,Zorro's Black Whip,1.99,3.5,1 Season, , ,Amazon Video
6305006547,I Love You I Love You Not ,0.0,4.1, ,PG-13, ,VHS Tape
B000BH1PQU,A Beginner's Guide to Short Selling with Toni Turner,0.0,4.1, April 26  2005, , ,DVD
6302959632,Murder/Secret Agent ,0.0,3.3, ,NR, ,VHS Tape
B000MLJ12A,Sweet Remedy: The World Reacts to an Adulterated Food Supply,24.77,4.5, October 24  2006,NR, ,DVD
B002GOJYSC,Broadway Rhythm,12.75,4.5, July 21  2009,NR, ,DVD
B000ACLGK6,The Roy Rogers Show, Vol. 1,17.07,4.9, January 31  2006,NR, ,DVD
B000065KB0,Black Robe,0.0,4.2, ,R, ,DVD
B001UV9K6I,Messiah - Prophecy Fulfilled,0.0,4.9, ,Unrated, ,DVD
B0053OI22G,White Collar 6 Seasons 2012,9.99,4.7, , , ,Amazon Video
6302889855,Ossian: American Boy Tibetan Monk ,20.0,5.0, ,NR, ,VHS Tape
B001OBAWKC,Carry On Henry,0.0,4.0,,NR, ,Amazon Video
